"estimate","lower","upper","p_value","width","reject","cover","width_met"
2.30314156322856,0.184360036472575,4.42192308998454,0.0334748119168747,4.23756305351196,TRUE,TRUE,FALSE
2.04809857382743,-0.0288947932268733,4.12509194088173,0.053202365476626,4.15398673410861,FALSE,TRUE,FALSE
-0.878544305060975,-2.83365815423921,1.07656954411726,0.374291245726586,3.91022769835646,FALSE,TRUE,TRUE
3.10375374853614,0.723405060111409,5.48410243696088,0.0111939736076295,4.76069737684947,TRUE,TRUE,FALSE
1.75362803939235,-0.39592540597291,3.90318148475761,0.108541488417445,4.29910689073052,FALSE,TRUE,FALSE
2.8705775482751,0.931287217058599,4.80986787949161,0.0041721754382737,3.87858066243301,TRUE,TRUE,TRUE
1.84495336843816,-0.0389158587750136,3.72882259565133,0.0548168455338154,3.76773845442634,FALSE,TRUE,TRUE
0.328883910160257,-1.90286508796205,2.56063290828257,0.770319416347926,4.46349799624462,FALSE,TRUE,FALSE
1.50113516546747,-0.534589687555446,3.53686001849039,0.146370465708329,4.07144970604584,FALSE,TRUE,FALSE
2.41795379146393,0.412700500951978,4.42320708197589,0.0186792634861849,4.01050658102391,TRUE,TRUE,FALSE
2.01873301398123,-0.0502775205738111,4.08774354853627,0.0557058757315173,4.13802106911008,FALSE,TRUE,FALSE
1.18453855005502,-1.21915626036023,3.58823336047027,0.330099405888041,4.80738962083049,FALSE,TRUE,FALSE
0.914300081615578,-0.996288219889439,2.82488838312059,0.344206454793824,3.82117660301003,FALSE,TRUE,TRUE
0.925682811291193,-0.958992331849469,2.81035795443186,0.331698781282425,3.76935028628132,FALSE,TRUE,TRUE
0.254166343030334,-1.90616581465878,2.41449850071945,0.815677367901493,4.32066431537824,FALSE,TRUE,FALSE
-1.35592202238031,-3.3754840481325,0.663640003371884,0.18556287484927,4.03912405150438,FALSE,FALSE,FALSE
0.252954821256967,-1.55353162591817,2.0594412684321,0.781456387303942,3.61297289435027,FALSE,TRUE,TRUE
1.66933446417112,-0.620340758421304,3.95900968676354,0.150926808185047,4.57935044518485,FALSE,TRUE,FALSE
4.39180145745827,2.10724548948942,6.67635742542713,0.000247858299411521,4.56911193593771,TRUE,FALSE,FALSE
1.01139607042203,-1.03318859245912,3.05598073330317,0.328275936272666,4.08916932576229,FALSE,TRUE,FALSE
-0.662189789918665,-3.00057715037437,1.67619757053704,0.575025718834911,4.67677472091141,FALSE,TRUE,FALSE
0.428213598623659,-1.6993902408909,2.55581743813822,0.690145478691817,4.25520767902912,FALSE,TRUE,FALSE
0.908348724288363,-1.20880495785841,3.02550240643513,0.396178264745974,4.23430736429354,FALSE,TRUE,FALSE
-1.2206544469861,-3.34976907309263,0.908460179120438,0.257651527600232,4.25822925221307,FALSE,FALSE,FALSE
2.78440938282417,0.695363755981894,4.87345500966644,0.0095745081487145,4.17809125368455,TRUE,TRUE,FALSE
